household
date,timestamp,energy,power,power1,power2,power3
2019-12-24 00:00:01,1577145601071,84979796440000,182400,63840,41880,76680
2019-12-24 00:00:03,1577145603071,84979797461000,184110,65260,42040,76810
2019-12-24 00:00:05,1577145605070,84979798480000,183410,65340,41860,76210
2019-12-24 00:00:07,1577145607070,84979799502000,183850,66560,41830,75460
2019-12-24 00:00:09,1577145609070,84979800521000,183480,66810,42030,74640
2019-12-24 00:00:11,1577145611070,84979801544000,184230,67720,42320,74190
2019-12-24 00:00:13,1577145613070,84979802562000,182980,67200,42130,73650
2019-12-24 00:00:15,1577145615070,84979803574000,181670,66280,42030,73360
2019-12-24 00:00:17,1577145617070,84979804575000,179910,64980,41920,73010
2019-12-24 00:00:19,1577145619070,84979805575000,179910,65140,41930,72840
2019-12-24 00:00:21,1577145621069,84979806571000,179180,64640,41790,72750
2019-12-24 00:00:23,1577145623069,84979807565000,178870,64670,41590,72610
2019-12-24 00:00:25,1577145625069,84979808561000,179440,64590,41940,72910
2019-12-24 00:00:27,1577145627069,84979809560000,179870,64470,41950,73450
2019-12-24 00:00:29,1577145629069,84979810558000,179520,64380,41970,73170
2019-12-24 00:00:31,1577145631069,84979811552000,178770,63760,42050,72960
2019-12-24 00:00:33,1577145633069,84979812546000,179050,64060,41900,73090
2019-12-24 00:00:35,1577145635069,84979813540000,179030,64010,41830,73190
2019-12-24 00:00:37,1577145637068,84979814537000,179280,64310,41920,73050
2019-12-24 00:00:39,1577145639068,84979815529000,178560,64000,41740,72820
2019-12-24 00:00:41,1577145641068,84979816525000,179410,64190,41940,73280
2019-12-24 00:00:43,1577145643068,84979817522000,179450,64230,41990,73230
2019-12-24 00:00:45,1577145645068,84979818518000,179290,63900,41930,73460
2019-12-24 00:00:47,1577145647068,84979819513000,179090,63880,42050,73160
2019-12-24 00:00:49,1577145649068,84979820508000,179080,63910,41830,73340
2019-12-24 00:00:51,1577145651068,84979821504000,179430,64000,41910,73520
2019-12-24 00:00:53,1577145653067,84979822501000,179310,63630,42110,73570
2019-12-24 00:00:55,1577145655067,84979823497000,179260,63770,42020,73470
2019-12-24 00:00:57,1577145657067,84979824493000,179250,63880,41880,73490
2019-12-24 00:00:59,1577145659067,84979825487000,178960,63570,41910,73480
2019-12-24 00:01:01,1577145661067,84979826483000,179330,63790,41880,73660
2019-12-24 00:01:03,1577145663067,84979827480000,179590,64080,41910,73600
2019-12-24 00:01:05,1577145665067,84979828479000,179780,64230,41860,73690
2019-12-24 00:01:07,1577145667067,84979829476000,179340,63800,41890,73650
2019-12-24 00:01:09,1577145669066,84979830473000,179600,63870,42010,73720
2019-12-24 00:01:11,1577145671066,84979831472000,179830,64050,42080,73700
2019-12-24 00:01:13,1577145673066,84979832468000,179020,63560,41760,73700
2019-12-24 00:01:15,1577145675066,84979833462000,179070,63710,41610,73750
2019-12-24 00:01:17,1577145677066,84979834458000,179200,63690,41890,73620
2019-12-24 00:01:19,1577145679066,84979835456000,179980,64040,42020,73920
2019-12-24 00:01:21,1577145681066,84979836460000,180690,64740,42080,73870
2019-12-24 00:01:23,1577145683066,84979837463000,180600,64770,41930,73900
2019-12-24 00:01:25,1577145685065,84979838469000,181310,65470,41880,73960
2019-12-24 00:01:27,1577145687065,84979839483000,182830,66840,41970,74020
2019-12-24 00:01:29,1577145689065,84979840494000,181750,65920,41960,73870
2019-12-24 00:01:31,1577145691065,84979841503000,181550,65460,41970,74120
2019-12-24 00:01:33,1577145693065,84979842513000,181890,65450,42030,74410
2019-12-24 00:01:35,1577145695065,84979843522000,181440,65140,41910,74390
2019-12-24 00:01:37,1577145697065,84979844525000,180220,63920,41990,74310
2019-12-24 00:01:39,1577145699065,84979845526000,180260,63770,42090,74400
2019-12-24 00:01:41,1577145701064,84979846537000,182680,66050,42340,74290
2019-12-24 00:01:43,1577145703064,84979847555000,183120,66490,42120,74510
2019-12-24 00:01:45,1577145705064,84979848567000,182080,65410,42010,74660
2019-12-24 00:01:47,1577145707064,84979849582000,182930,66230,41990,74710
